"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","문화체육업종명","문화사업자구분명","총층수","주변환경명","제작취급품목내용","시설면적","지상층수","지하층수","건물용도명","통로너비","조명시설조도","노래방실수","청소년실수","비상계단여부","비상구여부","자동환기여부","청소년실여부","특수조명여부","방음시설여부","비디오재생기명","조명시설유무","음향시설여부","편의시설여부","소방시설여부","총게임기수","기존게임업외업종명","제공게임물명","공연장형태구분명","품목명","최초등록시점","지역구분명",
"1028","영화상영업","03_13_03_P","4390000","CDFF5211042018000001","20180412","","01","영업/정상","13","영업중","","","","","","","","충청북도 충주시 연수동 1325","충청북도 충주시 번영대로 211 (연수동)","27344","유한회사 신유개발","20210719182701","U","2021-07-21 02:40:00.0","","283717.053029","387731.920921","영화상영업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20180412","",
"1029","영화상영업","03_13_03_P","3980000","CDFF5211041999000001","19990715","","01","영업/정상","13","영업중","","","","","","","","경기도 구리시 수택동 492-10번지","경기도 구리시 검배로 75  (수택동)","","부원시네마","20100713134627","I","2018-08-31 23:59:59.0","","212914.18243249","454859.664256247","영화상영업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19990715","",
"1030","영화상영업","03_13_03_P","3980000","CDFF5211042005000001","20050503","","01","영업/정상","13","영업중","","","","","","","471010","경기도 구리시 인창동 676-2번지","경기도 구리시 경춘로 243  (인창동)","","구리스타씨네마(유)","20100713135005","I","2018-08-31 23:59:59.0","","212475.645698758","455508.110087096","영화상영업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20050503","",
"1031","영화상영업","03_13_03_P","5540000","CDFF5211042017000001","20170904","","01","영업/정상","13","영업중","","","","","","","","경기도 광주시 역동 16-1번지","경기도 광주시 중앙로 89 (역동, 상원오피스텔)","12759","주식회사 태현에스티","20170904165220","I","2018-08-31 23:59:59.0","","222812.875877329","433972.264268538","영화상영업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20170904","",
"1032","영화상영업","03_13_03_P","4020000","CDFF5211042010000001","20100910","","01","영업/정상","13","영업중","","","","","031-398-4200","","","경기도 군포시 산본동 1142-2번지 3호 산본대우디오플러스 401호","경기도 군포시 번영로 505, 401호 (산본동, 산본대우디오플러스)","435045","(주)쎄니트 산본지점","20130424131345","I","2018-08-31 23:59:59.0","","194028.371987654","428538.874931021","영화상영업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20100910","",
"1033","영화상영업","03_13_03_P","3900000","CDFF5211042013000001","20131030","","01","영업/정상","13","영업중","","","","","","","","경기도 광명시 철산동 436","경기도 광명시 철산로30번길 14 (철산동)","423837","OLC광명철산극장","20211110184205","U","2021-11-12 02:40:00.0","","188408.982889749","441443.516646024","영화상영업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20131030","",
"1034","영화상영업","03_13_03_P","3900000","CDFF5211041999000001","19991203","","01","영업/정상","13","영업중","","","","","","","","경기도 광명시 하안동 581-5번지","경기도 광명시 안재로1번안길 39 (하안동)","14259","대지영화사","20170210155224","I","2018-08-31 23:59:59.0","","188754.141336697","439944.76079679","영화상영업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19991203","",
"1035","영화상영업","03_13_03_P","3920000","CDFF5211042013000001","20130409","","01","영업/정상","13","영업중","","","","","","","","경기도 동두천시 생연동 829-1번지","경기도 동두천시 동광로 33 (생연동)","483030","문화극장3관","20130409104812","I","2018-08-31 23:59:59.0","","204493.049585673","489578.167955573","영화상영업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20130409","",
"1036","영화상영업","03_13_03_P","6510000","CDFF5211042018000001","20181025","","01","영업/정상","13","영업중","","","","","","","","제주특별자치도 제주시 조천읍 대흘리 1089-12번지","제주특별자치도 제주시 조천읍 곱은달남길 218","63343","주식회사 청향","20181025180257","I","2018-10-27 02:36:23.0","","169409.416163","-385.951151272","영화상영업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20181025","",
"1037","영화상영업","03_13_03_P","3210000","CDFF5211042018000005","20181026","","01","영업/정상","13","영업중","","","","","","","","서울특별시 서초구 서초동 1337번지 강남미래타워","서울특별시 서초구 사임당로 174, 강남미래타워 1002호 (서초동)","06627","(주) 클래퍼보드","20181026183335","I","2018-10-28 02:36:31.0","","202463.85950988","443356.365859457","영화상영업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20181026","",
"1038","영화상영업","03_13_03_P","5080000","CDFF5211042006000001","20061214","","01","영업/정상","13","영업중","","","","","","","","경상북도 구미시 원평동 68-1번지 멀티복합상가","경상북도 구미시 구미중앙로 44, 멀티복합상가 (원평동)","39222","CGV구미","20181012095445","U","2018-10-12 23:59:59.0","","319433.140075016","292986.790402908","영화상영업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20061214","",
"1039","영화상영업","03_13_03_P","5710000","CDFF5211042012000001","20120827","","01","영업/정상","13","영업중","","","","","043-267-6137","","","충청북도 청주시 흥덕구 운천동 1697-0번지","충청북도 청주시 흥덕구 흥덕로162번길 79 (운천동)","361110","한강기획","20120827160931","I","2018-10-04 11:12:49.0","","242796.361988","349548.047808","영화상영업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20120827","",
"1040","영화상영업","03_13_03_P","5710000","CDFF5211042012000002","20060221","","01","영업/정상","13","영업중","","","","","","","361849","충청북도 청주시 흥덕구 가경동 1416-3번지","충청북도 청주시 흥덕구 2순환로 1233 (가경동)","361849","(주)프리머스시네마청주10","20131218115341","I","2018-10-04 11:12:49.0","","238501.339425","347307.952095","영화상영업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20060221","",
"1041","영화상영업","03_13_03_P","5710000","CDFF5211042013000002","20130527","","01","영업/정상","13","영업중","","","","","","","","충청북도 청주시 청원구 우암동 348-17번지","충청북도 청주시 청원구 향군로 38-1 (우암동)","360814","금강시네마스포츠","20130527112116","I","2018-10-04 11:12:49.0","","243467.435738","349907.730169","영화상영업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20130527","",
"1042","영화상영업","03_13_03_P","5710000","CDFF5211042013000003","20130805","","01","영업/정상","13","영업중","","","","","043-271-3201","","","충청북도 청주시 서원구 사창동 488번지","충청북도 청주시 서원구 1순환로 682 (사창동)","361280","청주시네마","20130805201752","I","2018-10-04 11:12:49.0","","241110.677802","348029.670122","영화상영업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20130805","",
"1043","영화상영업","03_13_03_P","5710000","CDFF5211042013100001","20130123","","01","영업/정상","13","영업중","","","","","043-295-9892","","","충청북도 청주시 청원구 오창읍 양청리 755-9번지","충청북도 청주시 청원구 오창읍 양청길 17","363883","대한영화사","20130123112541","I","2018-10-04 11:12:49.0","","237857.360049","357421.756724","영화상영업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20130123","",
"1044","영화상영업","03_13_03_P","5710000","CDFF5211042014100002","20140930","","01","영업/정상","13","영업중","","","","","","","","충청북도 청주시 흥덕구 비하동 736 하연빌라 301호","충청북도 청주시 흥덕구 비하로46번길 18, 하연빌라 301호 (비하동)","28364","현대시네마","20200707165045","U","2020-07-09 02:40:00.0","","237985.203666","347899.543031","영화상영업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20140930","",
"1045","영화상영업","03_13_03_P","5710000","CDFF5211042017000003","20171130","","01","영업/정상","13","영업중","","","","","","","","충청북도 청주시 청원구 오창읍 양청리 820-1번지","충청북도 청주시 청원구 오창읍 중심상업1로 8-9, 3층","28120","(주)해동 메가박스 오창점","20171130111725","I","2018-10-04 11:12:49.0","","238220.186083","356859.266907","영화상영업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20171130","",
"1046","영화상영업","03_13_03_P","5710000","CDFF5211042005000001","20050615","","01","영업/정상","13","영업중","","","","","","","","충청북도 청주시 흥덕구 휴암동 283-8번지","충청북도 청주시 흥덕구 신전로 39-36 (휴암동)","361310","아트시네마","20140107131738","I","2018-10-04 11:12:49.0","","236171.447091","346407.504452","영화상영업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20050615","",
"1047","영화상영업","03_13_03_P","5710000","CDFF5211042006000001","20060726","","01","영업/정상","13","영업중","","","","","043-290-1000","","360817","충청북도 청주시 청원구 율량동 500-3번지","충청북도 청주시 청원구 충청대로 114 (율량동)","360817","(주)중원산업","20131218115413","I","2018-10-04 11:12:49.0","","244184.944567","351834.595747","영화상영업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20060726","",
"1048","영화상영업","03_13_03_P","5710000","CDFF5211042008000001","20080723","","01","영업/정상","13","영업중","","","","","","","","충청북도 청주시 상당구 북문로1가 170-1번지","충청북도 청주시 상당구 상당로81번길 33 (북문로1가, 쥬네쓰)","28527","주식회사 코리아","20160524111944","I","2018-10-04 11:12:49.0","","243582.088026","348339.218504","영화상영업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20080723","",
"1049","영화상영업","03_13_03_P","4460000","CDFF5211042018000001","20181022","","01","영업/정상","13","영업중","","","","","043-760-4303","","","충청북도 괴산군 칠성면 율원리 산 4-7번지 지원센터","충청북도 괴산군 칠성면 자연드림길 240, 지원센터","28020","오가닉메이커 협동조합 괴산극장","20200304153655","U","2020-03-06 02:40:00.0","","276946.534807","363521.744336","영화상영업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20181022","",
"1050","영화상영업","03_13_03_P","3620000","CDFF5211042013000001","20130204","","01","영업/정상","13","영업중","","","","","","","","광주광역시 북구 용봉동","광주광역시 북구 반룡로28번길 16, 101동 708호 (용봉동, 우미아파트)","500070","그린무비","20150317103031","I","2018-08-31 23:59:59.0","","190845.643453","186585.247464","영화상영업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20130204","",
"1051","영화상영업","03_13_03_P","3620000","CDFF5211042013000002","20130905","","01","영업/정상","13","영업중","","","","","062-575-6263","","","광주광역시 북구 생용동 90번지","광주광역시 북구 우치로 649 (생용동)","500240","광주 자동차 극장","20130924105116","I","2018-08-31 23:59:59.0","","190877.798437","191627.377324","영화상영업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20130905","",
"1052","영화상영업","03_13_03_P","3620000","CDFF5211042011000001","20110804","","01","영업/정상","13","영업중","","","","","","","","광주광역시 북구 두암동 894-35번지","광주광역시 북구 서방로172번길 4 (두암동)","500100","국제엔터테인먼트","20111031092116","I","2018-08-31 23:59:59.0","","193620.886228","185518.450774","영화상영업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20110804","",
"1053","영화상영업","03_13_03_P","5060000","CDFF5211042016000001","20160808","","01","영업/정상","13","영업중","","","","","","","","경상북도 김천시 율곡동 1123번지","","","(주)쎄니트 김천지점","20160808142745","I","2018-08-31 23:59:59.0","","306479.064526858","291131.588890063","영화상영업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20160808","",
"1054","영화상영업","03_13_03_P","5070000","CDFF5211042009000002","20091118","","01","영업/정상","13","영업중","","","","","","","","경상북도 안동시 삼산동 140-5번지","경상북도 안동시 문화광장길 45 (삼산동)","760080","중앙시네마","20150723093953","I","2018-08-31 23:59:59.0","","354870.898719409","341839.812682747","영화상영업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20091118","",
"1055","영화상영업","03_13_03_P","5070000","CDFF5211042009000003","20091118","","01","영업/정상","13","영업중","","","","","","","","경상북도 안동시 용상동 1426-1번지","경상북도 안동시 경동로 841 (용상동)","760902","(주)동행시네마","20180104090249","I","2018-08-31 23:59:59.0","","356541.015618023","341426.305242135","영화상영업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20091118","",
"1056","영화상영업","03_13_03_P","5070000","CDFF5211042010000001","20100407","","01","영업/정상","13","영업중","","","","","054)854-0066","","","경상북도 안동시 옥동 734번지 테마프라자 A동 401호 501호","경상북도 안동시 경북대로 418 (옥동)","760310","주식회사 지원에이디","20160531084617","I","2018-08-31 23:59:59.0","","352110.950863549","341912.587535596","영화상영업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20100407","",
"1057","영화상영업","03_13_03_P","4430000","CDFF5211042018000001","20180402","","01","영업/정상","13","영업중","","","","","043-730-3842","","","충청북도 옥천군 옥천읍 문정리 476번지 옥천문화원","충청북도 옥천군 옥천읍 관성로 35, 옥천문화원","29039","옥천문화원","20180402214734","I","2018-08-31 23:59:59.0","","251406.021172","311379.779758","영화상영업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20180402","",
"1058","영화상영업","03_13_03_P","3160000","CDFF5211042004000001","20040614","","01","영업/정상","13","영업중","","","","","","","152811","서울특별시 구로구 개봉동 271-39번지","서울특별시 구로구 개봉로11나길 17  (개봉동)","","떼아뜨르이동영상","20100429161131","I","2018-08-31 23:59:59.0","","186877.265857696","442966.756606271","영화상영업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20040614","",
"1059","영화상영업","03_13_03_P","3020000","CDFF5211042004000001","20041028","","01","영업/정상","13","영업중","","","","","747-6295","","140885","서울특별시 용산구 한남동 31-3번지","","","(주)에이넷코리아","20100428165305","I","2018-08-31 23:59:59.0","","200821.875716478","448130.52389849","영화상영업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20041028","",
"1060","영화상영업","03_13_03_P","3210000","CDFF5211042007000003","20071218","","01","영업/정상","13","영업중","","","","","","","","서울특별시 서초구 방배동 852-22번지 단우빌딩","서울특별시 서초구 방배로 181  (방배동,단우빌딩)","","㈜나우콤","20100428154743","I","2018-08-31 23:59:59.0","","199215.033287117","443038.055992861","영화상영업","","0","","","0","0","0","","","","","","","","","","","","","","","","","","","","","","20071218","",
"1061","영화상영업","03_13_03_P","3210000","CDFF5211042008000002","20080616","","01","영업/정상","13","영업중","","","","","","","","서울특별시 서초구 양재동 202번지 서울교육문화회관 대극장","서울특별시 서초구 바우뫼로12길 70  (양재동,서울교육문화회관 대극장)","","월광 엔터테인먼트","20100428154743","I","2018-08-31 23:59:59.0","","202833.261653939","440511.561175378","영화상영업","","0","","","0","0","0","","","","","","","","","","","","","","","","","","","","","","20080616","",
"1062","영화상영업","03_13_03_P","3010000","CDFF5211042001000002","20011130","","01","영업/정상","13","영업중","","","","","","","100272","서울특별시 중구 필동2가 17-3번지","","","세기상사(주)","20110601143152","I","2018-08-31 23:59:59.0","","199464.351773458","450952.617175853","영화상영업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20011130","",
"1063","영화상영업","03_13_03_P","3010000","CDFF5211042001000003","20011207","","01","영업/정상","13","영업중","","","","","","","100180","서울특별시 중구 다동 88번지 동아빌딩 8층동","서울특별시 중구 남대문로 117, 8층동 (다동,동아빌딩)","","(주)화천공사","20110601143403","I","2018-08-31 23:59:59.0","","198367.639004526","451720.217970577","영화상영업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20011207","",
"1064","영화상영업","03_13_03_P","3010000","CDFF5211042002000001","20020706","","01","영업/정상","13","영업중","","","","","","","","서울특별시 중구 을지로1가 87번지","서울특별시 중구 을지로 29  (을지로1가)","","삼성에버랜드(주)","20110601102730","I","2018-08-31 23:59:59.0","","198256.131665999","451576.096658087","영화상영업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20020706","",
"1065","영화상영업","03_13_03_P","3010000","CDFF5211042002000002","20020204","","01","영업/정상","13","영업중","","","","","","","100095","서울특별시 중구 남대문로5가 526번지","서울특별시 중구 퇴계로 18  (남대문로5가)","","(재)대우재단","20110601143520","I","2018-08-31 23:59:59.0","","197738.779048425","450468.943076736","영화상영업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20020204","",
"1066","영화상영업","03_13_03_P","3010000","CDFF5211042002000003","20020724","","01","영업/정상","13","영업중","","","","","","","100834","서울특별시 중구 신당동 432-3번지 백석빌딩 5층동","","","(주)케이앤케이스크린","20110601143647","I","2018-08-31 23:59:59.0","","200748.142875917","450245.124860792","영화상영업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20020724","",
"1067","영화상영업","03_13_03_P","3010000","CDFF5211042003000001","20030213","","01","영업/정상","13","영업중","","","","","","","100015","서울특별시 중구 충무로5가 19-9번지 부성빌딩 1101호","서울특별시 중구 창경궁로 6,  1101호 (충무로5가,부성빌딩)","","풍정영화(주)","20110601144535","I","2018-08-31 23:59:59.0","","199822.10979662","451182.266913412","영화상영업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20030213","",
"1068","영화상영업","03_13_03_P","3010000","CDFF5211042003000003","20030424","","01","영업/정상","13","영업중","","","","","","","","서울특별시 중구 정동 22번지 경향신문사 7층동","서울특별시 중구 정동길 3, 7층동 (정동,경향신문사)","","(주)씨네마컬쳐클럽","20110601144907","I","2018-08-31 23:59:59.0","","197279.328436862","451765.426505347","영화상영업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20030424","",
"1069","영화상영업","03_13_03_P","3010000","CDFF5211042005000001","20050201","","01","영업/정상","13","영업중","","","","","","","","서울특별시 중구 예장동 8-145번지","서울특별시 중구 소파로 126 (예장동)","","(재)서울산업진흥원","20150205085735","I","2018-08-31 23:59:59.0","","198861.63670413","450682.154999599","영화상영업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20050201","",
"1070","영화상영업","03_13_03_P","3010000","CDFF5211042006000001","20060929","","01","영업/정상","13","영업중","","","","","","","","서울특별시 중구 필동2가 84-101번지 우성빌딩 4층","서울특별시 중구 퇴계로36나길 33 (필동2가,우성빌딩 4층)","","㈜씨네우드엔터테인먼트","20140513134847","I","2018-08-31 23:59:59.0","","199368.673333828","450469.207720925","영화상영업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20060929","",
"1071","영화상영업","03_13_03_P","3010000","CDFF5211042006000002","20060323","","01","영업/정상","13","영업중","","","","","","","100012","서울특별시 중구 충무로2가 65-9번지 하이해리엇","서울특별시 중구 퇴계로 123  (충무로2가,하이해리엇)","","(주)인사이드시네마","20110601145709","I","2018-08-31 23:59:59.0","","198636.2503948","451005.721641592","영화상영업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20060323","",
"1072","영화상영업","03_13_03_P","3010000","CDFF5211042007000001","20070109","","01","영업/정상","13","영업중","","","","","","","","서울시 중구 저동 3가 48-5 해강빌딩 602호","","","대훈아트","20100430092622","I","2018-08-31 23:59:59.0","","","","영화상영업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20070109","",
"1073","영화상영업","03_13_03_P","3010000","CDFF5211042007000002","20070227","","01","영업/정상","13","영업중","","","","","","","","서울특별시 중구 저동2가 47-2번지 정인빌딩 3층","서울특별시 중구 수표로12길 6  (저동2가,정인빌딩 3층)","","뉴서광영상","20100430092622","I","2018-08-31 23:59:59.0","","199089.94439365","451300.220808296","영화상영업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20070227","",
"1074","영화상영업","03_13_03_P","3010000","CDFF5211042007000003","20070305","","01","영업/정상","13","영업중","","","","","","","","서울특별시 중구 수표동 11-9번지 ,12/4","서울특별시 중구 청계천로 110  (수표동,,12/4)","","세계문화예술영화기획제작사","20100430092622","I","2018-08-31 23:59:59.0","","199037.798118886","451725.851518121","영화상영업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20070305","",
"1075","영화상영업","03_13_03_P","3010000","CDFF5211042007000004","20070312","","01","영업/정상","13","영업중","","","","","","","","서울특별시 중구 정동 22번지","서울특별시 중구 정동길 3 (정동)","","㈜경향신문사","20200323094100","U","2020-03-25 02:40:00.0","","197279.328436862","451765.426505347","영화상영업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20070312","",
"1076","영화상영업","03_13_03_P","3010000","CDFF5211042007000005","20070321","","01","영업/정상","13","영업중","","","","","","","","서울특별시 중구 충무로3가 48번지 지산빌딩 429호","","","예성영상","20100430092622","I","2018-08-31 23:59:59.0","","","","영화상영업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20070321","",
"1077","영화상영업","03_13_03_P","3010000","CDFF5211042007000006","20071130","","01","영업/정상","13","영업중","","","","","","","","서울특별시 중구 예장동 2-82번지 신원빌딩","서울특별시 중구 삼일대로2길 58  (예장동,신원빌딩)","","㈜나운영상","20100430092622","I","2018-08-31 23:59:59.0","","199113.429842388","450853.112168318","영화상영업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20071130","",
"1078","영화상영업","03_13_03_P","3010000","CDFF5211042008000001","20080122","","01","영업/정상","13","영업중","","","","","","","","서울특별시 중구 필동1가 3-3번지 세원빌딩4층 402호","","","이스트라인 엔터테인먼트","20100430092622","I","2018-08-31 23:59:59.0","","199232.345917588","451069.902564679","영화상영업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20080122","",
"1079","영화상영업","03_13_03_P","3010000","CDFF5211042008000003","20080328","","01","영업/정상","13","영업중","","","","","","","","서울특별시 중구 을지로2가 11번지","서울특별시 중구 을지로 65  (을지로2가)","","에스케이텔레콤㈜","20110812082524","I","2018-08-31 23:59:59.0","","198614.978577595","451577.838950867","영화상영업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20080328","",
"1080","영화상영업","03_13_03_P","3020000","CDFF5211042017000001","20170421","","01","영업/정상","13","영업중","","","","","02-790-1826","","","서울특별시 용산구 용산동2가 44-7번지","서울특별시 용산구 신흥로 35, 2층 (용산동2가)","04338","주식회사 필트러스트","20170421183643","I","2018-08-31 23:59:59.0","","198791.672718031","448820.732249455","영화상영업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20170421","",
"1081","영화상영업","03_13_03_P","3020000","CDFF5211042017000002","20100414","","01","영업/정상","13","영업중","","","","","02-371-6660","","","서울특별시 용산구 한강로3가 40-961","서울특별시 용산구 한강대로23길 55, 6층 (한강로3가, 현대아이파크몰)","04377","씨제이씨지브이㈜","20210409085729","U","2021-04-11 02:40:00.0","","196864.360553566","447707.403309726","영화상영업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20100414","",
"1082","영화상영업","03_13_03_P","3010000","CDFF5211041999000001","19990519","","01","영업/정상","13","영업중","","","","","","","100013","서울특별시 중구 충무로3가 60-1번지 극동빌딩 708호","서울특별시 중구 퇴계로 173,  708호 (충무로3가,극동빌딩)","","(주)엔터원알에스에스","20110601102025","I","2018-08-31 23:59:59.0","","199145.32420106","451040.432662092","영화상영업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","19990519","",
"1083","영화상영업","03_13_03_P","3010000","CDFF5211041999000002","19990519","","01","영업/정상","13","영업중","","","","","","","100095","서울특별시 중구 남대문로5가 500번지","서울특별시 중구 소월로2길 12  (남대문로5가)","","(주)제일제당","20110601102206","I","2018-08-31 23:59:59.0","","197802.292053706","450252.400952479","영화상영업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","19990519","",
"1084","영화상영업","03_13_03_P","3010000","CDFF5211041999000003","19990703","","01","영업/정상","13","영업중","","","","","","","100300","서울특별시 중구 초동 18-5번지","서울특별시 중구 마른내로 47  (초동)","","(주)한주흥산","20110601102349","I","2018-08-31 23:59:59.0","","199332.29889394","451378.467998728","영화상영업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","19990703","",
"1085","영화상영업","03_13_03_P","3010000","CDFF5211041999000005","19991005","","01","영업/정상","13","영업중","","","","","","","100271","서울특별시 중구 필동1가 3-3번지 세원빌딩 306호","","","이스트라인시네마","20110601103309","I","2018-08-31 23:59:59.0","","199232.345917588","451069.902564679","영화상영업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","19991005","",
"1086","영화상영업","03_13_03_P","3010000","CDFF5211041999000007","19991021","","01","영업/정상","13","영업중","","","","","","","","서울특별시 중구 인현동2가 192-30번지","서울특별시 중구 마른내로 72 (인현동2가)","","아트영상","20200204100320","U","2020-02-06 02:40:00.0","","199559.81287492","451275.242508566","영화상영업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","19991021","",
"1087","영화상영업","03_13_03_P","3210000","CDFF5211042017000002","20170512","","01","영업/정상","13","영업중","","","","","02-553-5881","","","서울특별시 서초구 서초동 1591-11번지","서울특별시 서초구 반포대로16길 30, 7층 (서초동)","06652","환타월드(주)","20170512163139","I","2018-08-31 23:59:59.0","","201023.855780985","442684.797528361","영화상영업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20170512","",
"1088","영화상영업","03_13_03_P","3020000","CDFF5211041999000001","19990904","","01","영업/정상","13","영업중","","","","","777-8894~5","","140901","서울특별시 용산구 후암동 244-80번지 대도빌딩 304호","","","서울동화","20100428163324","I","2018-08-31 23:59:59.0","","","","영화상영업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19990904","",
"1089","영화상영업","03_13_03_P","3210000","CDFF5211042009000007","20090723","","01","영업/정상","13","영업중","","","","","","","","서울특별시 서초구 잠원동 28-1번지","서울특별시 서초구 강남대로 581  (잠원동)","","주식회사 씨티아이에이치","20100428154743","I","2018-08-31 23:59:59.0","","201664.358564847","445710.120020179","영화상영업","","0","","","0","0","0","","","","","","","","","","","","","","","","","","","","","","20090723","",
"1090","영화상영업","03_13_03_P","3020000","CDFF5211042009000003","20090313","","01","영업/정상","13","영업중","","","","","","","","서울특별시 용산구 이태원동 260-199번지 남송빌딩 602호","","","주식회사 오베론엠앤씨","20100430092826","I","2018-08-31 23:59:59.0","","199214.10239741","448891.794439538","영화상영업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20090313","",
"1091","영화상영업","03_13_03_P","3020000","CDFF5211042013000001","20130115","","01","영업/정상","13","영업중","","","","","","","","서울특별시 용산구 한남동 1-1번지 파크뷰빌라 203호","서울특별시 용산구 유엔빌리지길 200-13, 203호 (한남동, 파크뷰빌라)","140884","(주)뭉클픽쳐스","20130115101209","I","2018-08-31 23:59:59.0","","201092.638680747","448477.788622494","영화상영업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20130115","",
"1092","영화상영업","03_13_03_P","3030000","CDFF5211042016000001","20150710","","01","영업/정상","13","영업중","","","","","2106-2766","","","서울특별시 성동구 성수동2가 301-28번지","서울특별시 성동구 성수일로 48, 2층 (성수동2가, 거영빌딩)","04782","(주)예당씨앤에스","20160115103035","I","2018-08-31 23:59:59.0","","204344.417701704","449159.520344009","영화상영업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20150710","",
"1093","영화상영업","03_13_03_P","3030000","CDFF5211042017000001","20160519","","01","영업/정상","13","영업중","","","","","","","","서울특별시 성동구 성수동2가 321-85번지","서울특별시 성동구 성수일로4길 52, 5층 (성수동2가, 지노빌딩)","04781","주식회사 포스트핀","20200122122627","U","2020-01-24 02:40:00.0","","204728.390412812","448916.8435131","영화상영업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20160519","",
"1094","영화상영업","03_13_03_P","3020000","CDFF5211042006000001","20060118","","01","영업/정상","13","영업중","","","","","","","140013","서울특별시 용산구 한강로3가 65-230번지 트럼프월드3차 102동 2701호","서울특별시 용산구 한강대로 26, 102동 2701호 (한강로3가,트럼프월드3차)","","(주)리치플러스","20100428165740","I","2018-08-31 23:59:59.0","","196655.421475644","446768.129158285","영화상영업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20060118","",
